2025-01-14 15:17:55,695 - Epoch 1: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.6106442809104919, 'all_positives': 59.00212860107422, 'f1_score_metric': 49.89720153808594, 'loss': 0.5965431928634644, 'precision_with_threshold_fixed': 31.940593719482422, 'recall_mul_prediction': 4295.7861328125, 'recall_with_threshold_fixed': 4.5, 'true_positives': 4295.7861328125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.96875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.04704666137695, 'val_loss': 0.538284420967102, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 2044.0616455078125, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 2044.0618896484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:10,078 - Epoch 12: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.46498599648475647, 'all_positives': 59.00212860107422, 'f1_score_metric': 56.35555648803711, 'loss': 0.24820801615715027, 'precision_with_threshold_fixed': 21.20945930480957, 'recall_mul_prediction': 3278.112060546875, 'recall_with_threshold_fixed': 0.3333333432674408, 'true_positives': 3278.112060546875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.96875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.04704666137695, 'val_loss': 0.21810102462768555, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 2044.0616455078125, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 2044.0618896484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:11,244 - Epoch 13: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.6554622054100037, 'all_positives': 59.00212097167969, 'f1_score_metric': 66.99505615234375, 'loss': 0.22877880930900574, 'precision_with_threshold_fixed': 31.633398056030273, 'recall_mul_prediction': 4784.1494140625, 'recall_with_threshold_fixed': 0.6666666865348816, 'true_positives': 4784.1494140625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.96875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.04704666137695, 'val_loss': 0.202500581741333, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 2044.0616455078125, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 2044.0618896484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:12,388 - Epoch 14: {'AUC': 0.0, 'Precision': 1.0000001192092896, 'Recall': 0.6036414504051208, 'all_positives': 59.00212860107422, 'f1_score_metric': 64.57675170898438, 'loss': 0.2105502486228943, 'precision_with_threshold_fixed': 10.881168365478516, 'recall_mul_prediction': 4342.236328125, 'recall_with_threshold_fixed': 0.1666666716337204, 'true_positives': 4342.23583984375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.96875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.04704666137695, 'val_loss': 0.18364781141281128, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 2044.0616455078125, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 2044.0618896484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:13,567 - Epoch 15: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5798319578170776, 'all_positives': 59.00212860107422, 'f1_score_metric': 63.114158630371094, 'loss': 0.1942032277584076, 'precision_with_threshold_fixed': 31.956192016601562, 'recall_mul_prediction': 4270.0029296875, 'recall_with_threshold_fixed': 0.5, 'true_positives': 4270.0029296875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.15625, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 15.345452308654785, 'val_loss': 0.17095287144184113, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 329.6873474121094, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 329.6873779296875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:14,767 - Epoch 16: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5154061913490295, 'all_positives': 59.00212860107422, 'f1_score_metric': 58.702171325683594, 'loss': 0.1793881207704544, 'precision_with_threshold_fixed': 10.289800643920898, 'recall_mul_prediction': 3626.82177734375, 'recall_with_threshold_fixed': 0.5, 'true_positives': 3626.822021484375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.96875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.04704666137695, 'val_loss': 0.15236443281173706, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 2044.0616455078125, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 2044.0618896484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:15,890 - Epoch 17: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.6848739385604858, 'all_positives': 59.00212097167969, 'f1_score_metric': 67.84949493408203, 'loss': 0.16531842947006226, 'precision_with_threshold_fixed': 32.601776123046875, 'recall_mul_prediction': 5066.58251953125, 'recall_with_threshold_fixed': 0.6666666865348816, 'true_positives': 5066.58251953125, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.03125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 3.7712242603302, 'val_loss': 0.1427055448293686, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 65.93748474121094, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 65.93748474121094, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:16,996 - Epoch 18: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.45098039507865906, 'all_positives': 59.00212860107422, 'f1_score_metric': 49.163753509521484, 'loss': 0.15390825271606445, 'precision_with_threshold_fixed': 27.508514404296875, 'recall_mul_prediction': 3147.17333984375, 'recall_with_threshold_fixed': 0.6666666269302368, 'true_positives': 3147.17333984375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.984375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.28556823730469, 'val_loss': 0.1265479475259781, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 2077.03076171875, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 2077.03076171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:18,104 - Epoch 19: {'AUC': 0.0, 'Precision': 0.9999999403953552, 'Recall': 0.41036415100097656, 'all_positives': 59.00212097167969, 'f1_score_metric': 49.11640548706055, 'loss': 0.14291289448738098, 'precision_with_threshold_fixed': 42.56758117675781, 'recall_mul_prediction': 2951.984130859375, 'recall_with_threshold_fixed': 1.0, 'true_positives': 2951.984130859375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.78125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 39.7363395690918, 'val_loss': 0.11665742844343185, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 1648.436767578125, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 1648.43701171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:19,219 - Epoch 20: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.6106442809104919, 'all_positives': 59.00212860107422, 'f1_score_metric': 64.22193908691406, 'loss': 0.13214193284511566, 'precision_with_threshold_fixed': 31.020919799804688, 'recall_mul_prediction': 4469.16259765625, 'recall_with_threshold_fixed': 0.6666667461395264, 'true_positives': 4469.162109375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.625, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 36.145606994628906, 'val_loss': 0.10570549964904785, 'val_precision_with_threshold_fixed': 0.0, 'val_recall_mul_prediction': 1318.749755859375, 'val_recall_with_threshold_fixed': 0.0, 'val_true_positives': 1318.7496337890625, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:20,351 - Epoch 21: {'AUC': 0.0, 'Precision': 1.0000001192092896, 'Recall': 0.5854341983795166, 'all_positives': 59.00212860107422, 'f1_score_metric': 63.7081298828125, 'loss': 0.12164408713579178, 'precision_with_threshold_fixed': 17.041364669799805, 'recall_mul_prediction': 4170.93701171875, 'recall_with_threshold_fixed': 0.3333333432674408, 'true_positives': 4170.9365234375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.519168853759766, 'val_loss': 0.10282139480113983, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 2109.99951171875, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 2109.99951171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:21,455 - Epoch 22: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5420168042182922, 'all_positives': 59.00212097167969, 'f1_score_metric': 59.02729415893555, 'loss': 0.11326640844345093, 'precision_with_threshold_fixed': 52.84006881713867, 'recall_mul_prediction': 4041.35693359375, 'recall_with_threshold_fixed': 1.3333333730697632, 'true_positives': 4041.35693359375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.4375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 30.281904220581055, 'val_loss': 0.09333135932683945, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 923.124755859375, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 923.124755859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:22,661 - Epoch 23: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5476190447807312, 'all_positives': 59.00212097167969, 'f1_score_metric': 61.49862289428711, 'loss': 0.10607722401618958, 'precision_with_threshold_fixed': 43.2479362487793, 'recall_mul_prediction': 3951.10498046875, 'recall_with_threshold_fixed': 1.3333333730697632, 'true_positives': 3951.104248046875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.640625, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 36.54836654663086, 'val_loss': 0.08424418419599533, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 1351.7181396484375, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 1351.71826171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:23,794 - Epoch 24: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4719887971878052, 'all_positives': 59.00212097167969, 'f1_score_metric': 56.869667053222656, 'loss': 0.09898936748504639, 'precision_with_threshold_fixed': 48.10969543457031, 'recall_mul_prediction': 3329.759521484375, 'recall_with_threshold_fixed': 1.8333333730697632, 'true_positives': 3329.759765625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.984375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.28556823730469, 'val_loss': 0.08234632760286331, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 2077.03076171875, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 2077.03076171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:24,891 - Epoch 25: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5266106724739075, 'all_positives': 59.00212860107422, 'f1_score_metric': 60.15428161621094, 'loss': 0.09300782531499863, 'precision_with_threshold_fixed': 38.3293342590332, 'recall_mul_prediction': 3823.693359375, 'recall_with_threshold_fixed': 1.5, 'true_positives': 3823.693359375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.53125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 33.4764289855957, 'val_loss': 0.074809230864048, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 1120.937255859375, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 1120.937255859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:25,957 - Epoch 26: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.4719887971878052, 'all_positives': 59.00212097167969, 'f1_score_metric': 57.2573356628418, 'loss': 0.08670695126056671, 'precision_with_threshold_fixed': 48.87059020996094, 'recall_mul_prediction': 3394.58056640625, 'recall_with_threshold_fixed': 1.1666667461395264, 'true_positives': 3394.58056640625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.8125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 40.353065490722656, 'val_loss': 0.06995940953493118, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 1714.37451171875, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 1714.37451171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:27,075 - Epoch 27: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5098039507865906, 'all_positives': 59.00212860107422, 'f1_score_metric': 59.302574157714844, 'loss': 0.08119218051433563, 'precision_with_threshold_fixed': 59.00212097167969, 'recall_mul_prediction': 3638.42919921875, 'recall_with_threshold_fixed': 1.8333333730697632, 'true_positives': 3638.429443359375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 1.0, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.519168853759766, 'val_loss': 0.06743711978197098, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 2109.99951171875, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 2109.99951171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:28,225 - Epoch 28: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5560224056243896, 'all_positives': 59.00212860107422, 'f1_score_metric': 59.9782829284668, 'loss': 0.07664241641759872, 'precision_with_threshold_fixed': 59.00212860107422, 'recall_mul_prediction': 4160.94189453125, 'recall_with_threshold_fixed': 1.8333333730697632, 'true_positives': 4160.94140625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.140625, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 14.139983177185059, 'val_loss': 0.05981878936290741, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 296.7186279296875, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 296.7186584472656, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:29,297 - Epoch 29: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5210084319114685, 'all_positives': 59.00212860107422, 'f1_score_metric': 58.85381317138672, 'loss': 0.0720435157418251, 'precision_with_threshold_fixed': 59.00211715698242, 'recall_mul_prediction': 3826.1015625, 'recall_with_threshold_fixed': 1.8333333730697632, 'true_positives': 3826.1015625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.171875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 16.496089935302734, 'val_loss': 0.05829611420631409, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 362.6561584472656, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 362.6561584472656, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:30,376 - Epoch 30: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.505602240562439, 'all_positives': 59.00212097167969, 'f1_score_metric': 58.899131774902344, 'loss': 0.06795791536569595, 'precision_with_threshold_fixed': 48.30912399291992, 'recall_mul_prediction': 3628.931640625, 'recall_with_threshold_fixed': 2.6666667461395264, 'true_positives': 3628.931640625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.296875, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 24.107032775878906, 'val_loss': 0.0531364306807518, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 626.4060668945312, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 626.4060668945312, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:31,470 - Epoch 31: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.462184876203537, 'all_positives': 59.00212860107422, 'f1_score_metric': 54.94366455078125, 'loss': 0.06479959934949875, 'precision_with_threshold_fixed': 42.19099426269531, 'recall_mul_prediction': 3261.892578125, 'recall_with_threshold_fixed': 1.5, 'true_positives': 3261.892333984375, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.953125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 42.80345153808594, 'val_loss': 0.05253659188747406, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 2011.0931396484375, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 2011.0931396484375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:32,697 - Epoch 32: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.46498599648475647, 'all_positives': 59.00212860107422, 'f1_score_metric': 55.671226501464844, 'loss': 0.06093301996588707, 'precision_with_threshold_fixed': 48.66741180419922, 'recall_mul_prediction': 3349.330078125, 'recall_with_threshold_fixed': 2.0, 'true_positives': 3349.33056640625, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.984375, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 43.28556823730469, 'val_loss': 0.04828006774187088, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 2077.03076171875, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 2077.03076171875, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:33,812 - Epoch 33: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5476190447807312, 'all_positives': 59.00212860107422, 'f1_score_metric': 61.48142623901367, 'loss': 0.05714740976691246, 'precision_with_threshold_fixed': 41.94794845581055, 'recall_mul_prediction': 3968.7607421875, 'recall_with_threshold_fixed': 1.5, 'true_positives': 3968.7607421875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.453125, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 30.857282638549805, 'val_loss': 0.045402877032756805, 'val_precision_with_threshold_fixed': 32.9687385559082, 'val_recall_mul_prediction': 956.093505859375, 'val_recall_with_threshold_fixed': 1.0, 'val_true_positives': 956.093505859375, 'learning_rate': 0.0003000000142492354}
2025-01-14 15:18:34,956 - Epoch 34: {'AUC': 0.0, 'Precision': 1.0, 'Recall': 0.5210084319114685, 'all_positives': 59.00212860107422, 'f1_score_metric': 60.225399017333984, 'loss': 0.05444373935461044, 'precision_with_threshold_fixed': 53.189910888671875, 'recall_mul_prediction': 3722.98388671875, 'recall_with_threshold_fixed': 2.8333334922790527, 'true_positives': 3722.98388671875, 'val_AUC': 0.0, 'val_Precision': 1.0, 'val_Recall': 0.5625, 'val_all_positives': 32.96874237060547, 'val_f1_score_metric': 34.417755126953125, 'val_loss': 0.042360927909612656, 'val_precision_with_threshold_fixed': 32.96874237060547, 'val_recall_mul_prediction': 1186.87451171875, 'val_recall_with_threshold_fixed': 2.0, 'val_true_positives': 1186.8746337890625, 'learning_rate': 0.0003000000142492354}
