prediction_index,threshold,TPs,FPs,FNs,Precision,Recall,Random-Guess
1,0.11119935661554337,27,108,19,0.2,0.5869565217391305,0.15282392026578073
1,0.11053526401519775,27,109,19,0.19852941176470587,0.5869565217391305,0.15282392026578073
1,0.11053052544593811,27,110,19,0.19708029197080293,0.5869565217391305,0.15282392026578073
1,0.11005677282810211,27,111,19,0.1956521739130435,0.5869565217391305,0.15282392026578073
1,0.109856016933918,28,111,18,0.2014388489208633,0.6086956521739131,0.15282392026578073
1,0.10979549586772919,28,112,18,0.2,0.6086956521739131,0.15282392026578073
1,0.10977891087532043,29,112,17,0.20567375886524822,0.6304347826086957,0.15282392026578073
1,0.10970361530780792,30,112,16,0.2112676056338028,0.6521739130434783,0.15282392026578073
1,0.10867984592914581,30,113,16,0.2097902097902098,0.6521739130434783,0.15282392026578073
1,0.10840702056884766,30,114,16,0.20833333333333334,0.6521739130434783,0.15282392026578073
1,0.1084015965461731,30,115,16,0.20689655172413793,0.6521739130434783,0.15282392026578073
1,0.10831291228532791,31,115,15,0.21232876712328766,0.6739130434782609,0.15282392026578073
1,0.10814155638217926,31,116,15,0.2108843537414966,0.6739130434782609,0.15282392026578073
1,0.10800832509994507,31,117,15,0.20945945945945946,0.6739130434782609,0.15282392026578073
1,0.10778416693210602,31,118,15,0.2080536912751678,0.6739130434782609,0.15282392026578073
1,0.10773049294948578,31,119,15,0.20666666666666667,0.6739130434782609,0.15282392026578073
1,0.10723932087421417,31,120,15,0.2052980132450331,0.6739130434782609,0.15282392026578073
1,0.10675505548715591,31,121,15,0.20394736842105263,0.6739130434782609,0.15282392026578073
1,0.1066880151629448,31,122,15,0.20261437908496732,0.6739130434782609,0.15282392026578073
1,0.10655061155557632,31,123,15,0.2012987012987013,0.6739130434782609,0.15282392026578073
1,0.10592895746231079,31,124,15,0.2,0.6739130434782609,0.15282392026578073
1,0.105641670525074,31,125,15,0.1987179487179487,0.6739130434782609,0.15282392026578073
1,0.10503824800252914,31,126,15,0.19745222929936307,0.6739130434782609,0.15282392026578073
1,0.1048261746764183,31,127,15,0.1962025316455696,0.6739130434782609,0.15282392026578073
1,0.10452841222286224,32,127,14,0.20125786163522014,0.6956521739130435,0.15282392026578073
1,0.10421016067266464,32,128,14,0.2,0.6956521739130435,0.15282392026578073
1,0.10373829305171967,33,128,13,0.20496894409937888,0.717391304347826,0.15282392026578073
1,0.10333395004272461,33,129,13,0.2037037037037037,0.717391304347826,0.15282392026578073
1,0.10291044414043427,33,130,13,0.20245398773006135,0.717391304347826,0.15282392026578073
1,0.10289962589740753,33,131,13,0.20121951219512196,0.717391304347826,0.15282392026578073
1,0.10275653749704361,33,132,13,0.2,0.717391304347826,0.15282392026578073
1,0.10260216146707535,33,133,13,0.19879518072289157,0.717391304347826,0.15282392026578073
1,0.10233324021100998,33,134,13,0.19760479041916168,0.717391304347826,0.15282392026578073
